law_id,title,year,url,pdf_path
8884,"Zakon o fiskalizaciji u prometu proizvoda i usluga","2020","https://wapi.gov.me/download/4bc72201-52a7-45a3-b636-c69bc0778210?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o fiskalizaciji u prometu proizvoda i usluga-2020.pdf"
8921,"Zakon o nadzoru proizvoda na trzistu Sl.list CG br. 43-18","2020","https://wapi.gov.me/download/8b64952a-0efa-4bb3-85a6-e46cc37c9440?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o nadzoru proizvoda na trzistu Sl.list CG br. 43-18-2020.pdf"
8923,"Zakon o vojno-obavjestajnim i bezbjednosnim poslovima","2020","https://wapi.gov.me/download/c425722d-2a65-46e5-8ea8-b2a9cc49e1e5?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o vojno-obavjestajnim i bezbjednosnim poslovima-2020.pdf"
8924,"Zakon o tajnosti podataka","2020","https://wapi.gov.me/download/c1ac4c4d-e914-47f7-8f61-49d1bf85560e?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o tajnosti podataka-2020.pdf"
8925,"Zakon o privrednim drustvima","2020","https://wapi.gov.me/download/6a24bb15-b69a-4f2f-8dd7-e4e743e98f49?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o privrednim drustvima-2020.pdf"
8926,"Zakon o privrednim drustvima","2020","https://wapi.gov.me/download/6a24bb15-b69a-4f2f-8dd7-e4e743e98f49?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o privrednim drustvima-2020.pdf"
8927,"Zakon o privrednim drustvima iz 2020. godine","2020","https://wapi.gov.me/download/6a24bb15-b69a-4f2f-8dd7-e4e743e98f49?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o privrednim drustvima iz 2020. godine-2020.pdf"
9005,"Zakon o zastiti prirodnog i kulturno-istorijskog podrucja Kotora","2020","https://wapi.gov.me/download/66f5c852-7448-4d3a-af81-2da69a240818?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o zastiti prirodnog i kulturno-istorijskog podrucja Kotora-2020.pdf"
9006,"Zakon o spomen - obiljezjima","2020","https://wapi.gov.me/download/0f71d50b-3ed6-435d-b753-8429f192df71?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o spomen - obiljezjima-2020.pdf"
9007,"Zakon o biblioteckoj djelatnosti","2020","https://wapi.gov.me/download/a1acb25d-8140-4405-bd0d-8fd51ec58131?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o biblioteckoj djelatnosti-2020.pdf"
9008,"Zakon o arhivskoj djelatnosti","2020","https://wapi.gov.me/download/e1d2f00f-a955-42d7-9a03-6953c951d0a7?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o arhivskoj djelatnosti-2020.pdf"
9014,"Zakon o porezu na kafu iz 2025. godine","2020","https://wapi.gov.me/download/55b101ff-ce7f-4fae-a2f9-567b8a973490?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o porezu na kafu iz 2025. godine-2020.pdf"
